Cordis ID,Acronym,Title,Funding scheme,OrganisationID,Organisation name,shortName,SME,activityType,city,country,geolocation,Website,role,ecContribution,totalCost,theme,topic,eu
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,892630570,SINTEF ALESUND AS,NA,false,REC,ALESUND,NO,"62.471095,6.233526",NA,thirdParty,0,138625,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,937659231,DFDS AS,NA,false,PRC,Kobenhavn,DK,"55.711313,12.592417",NA,participant,612500,612500,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,902832254,MACGREGOR FINLAND OY,NA,false,PRC,Kaarina,FI,"63.2467777,25.9209164",NA,participant,882500,882500,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,902836619,DFDS SEAWAYS BV,DFDS Seaways,false,PRC,Vlaardingen,NL,"51.9058301,4.3590562",NA,thirdParty,0,83125,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,891557847,MACGREGOR NORWAY AS,NA,false,PRC,KRISTIANSAND S,NO,"58.1705826,8.1208971",NA,thirdParty,0,18750,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,997806603,SINTEF OCEAN AS,SO,false,REC,Trondheim,NO,"63.422577,10.4354518",http://www.sintef.no/ocean,coordinator,1773125,1773125,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,922332067,VORDINGBORG HAVN,NA,false,PRC,Vordingborg,DK,"55.8604717,9.8108493",NA,participant,208750,208750,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,910945140,SINTEF AS,SINTEF,false,REC,Trondheim,NO,"63.4134536,10.4089353",http://www.sintef.no,thirdParty,0,87250,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,902926732,GRIEG CONNECT AS,NA,false,PRC,Kristiansund,NO,"63.1121964,7.727356",NA,participant,723000,723000,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,967522427,NORTH SEA CONTAINER LINE AS,NORTH SEA CONTAINER LINE AS,true,PRC,Haugesund,NO,"59.4150849,5.2640948",NA,participant,294375,294375,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,928100463,PORT OF AALBORG LOGISTICS A/S,NA,false,PRC,AALBORG,DK,"57.047767,10.049955",NA,participant,411000,411000,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,898468806,CARGOTEC FINLAND OY,KALMAR,false,PRC,Tampere,FI,"61.4121385,23.59640677537642",NA,participant,1052250,1052250,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,999990655,DANMARKS TEKNISKE UNIVERSITET,TECHNICAL UNIVERSITY OF DENMARK DTU,false,HES,Kongens Lyngby,DK,"55.7718649,12.5051413",http://www.dtu.dk,participant,526000,526000,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,913252188,TRONDHEIM HAVN IKS,NA,false,PRC,Trondheim,NO,"63.4399394,10.417741",NA,participant,187500,187500,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,995308077,CARGOTEC OYJ,NA,false,PRC,Helsinki,FI,"60.164474,24.9093375",NA,thirdParty,0,81250,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,916869900,ISE INSTITUT FUR STRUKTURLEICHTBAUUND ENERGIEEFFIZIENZ GGMBH,NA,false,REC,Chemnitz,DE,"50.838460600000005,12.897631498486236",NA,participant,437500,437500,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,896912247,MACGREGOR SWEDEN AB,MacGregor Sweden Ab,false,PRC,Goteborg,SE,"57.66593815,11.939218092163417",NA,thirdParty,0,12500,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,952931396,CARGOTEC SWEDEN AB,NA,false,PRC,Kista,SE,"59.4199263,17.9221979",www.cargotec.com,thirdParty,0,467500,Operational measures,Port and cargo logistics and automation,Yes
859992,AEGIS,Advanced efficient and green intermodal systems,RIA,999904034,AALBORG UNIVERSITET,AAU,false,HES,Aalborg,DK,"57.01396,9.984469",http://www.aau.dk,participant,401875,401875,Operational measures,Port and cargo logistics and automation,Yes
101095902,AENEAS,innovAtive ENErgy storage systems onboArd vesselS,RIA,921004137,CONSTRUCCIONES NAVALES P FREIRE SA,NA,false,PRC,Vigo,ES,"42.2261702,-8.7387237",NA,participant,60002.5,60002.5,Power and propulsion,Energy storage,Yes
101095902,AENEAS,innovAtive ENErgy storage systems onboArd vesselS,RIA,901741877,AVESTA BATTERY & ENERGY ENGINEERING,NA,true,PRC,Diegem,BE,"50.901114199999995,4.400367848886249",NA,participant,797250,797250,Power and propulsion,Energy storage,Yes
101095902,AENEAS,innovAtive ENErgy storage systems onboArd vesselS,RIA,999847289,VAASAN YLIOPISTO,NA,false,HES,Vaasa,FI,"63.1023624,21.6017681",www.uwasa.fi,participant,520750,520750,Power and propulsion,Energy storage,Yes
101095902,AENEAS,innovAtive ENErgy storage systems onboArd vesselS,RIA,892004532,INLAND SHIPPING SRL,INLAND SHIPPING,false,PRC,GALATI,RO,"45.7772439,27.749657527895394",NA,participant,99375,99375,Power and propulsion,Energy storage,Yes
101095902,AENEAS,innovAtive ENErgy storage systems onboArd vesselS,RIA,999895692,ARISTOTELIO PANEPISTIMIO THESSALONIKIS,ARISTOTLE UNIVERSITY OF THESSALONIKI,false,HES,THESSALONIKI,EL,"40.62598349613209,22.96056716388373",http://www.auth.gr,participant,262500,262500,Power and propulsion,Energy storage,Yes
101095902,AENEAS,innovAtive ENErgy storage systems onboArd vesselS,RIA,999992401,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,CEA,false,REC,PARIS 15,FR,"48.8397706,2.2739214",www.cea.fr,participant,734212.25,734212.25,Power and propulsion,Energy storage,Yes
101095902,AENEAS,innovAtive ENErgy storage systems onboArd vesselS,RIA,996072437,SIEMENS INDUSTRY SOFTWARE SAS,SIEMENS PLM,false,PRC,CHATILLON,FR,"48.7809496,2.1900052",www.ugsplm.com,participant,391125,391125,Power and propulsion,Energy storage,Yes
101095902,AENEAS,innovAtive ENErgy storage systems onboArd vesselS,RIA,987609963,FUNDACION CENTRO TECNOLOGICO SOERMAR,SOERMAR,true,REC,Madrid,ES,"40.4167047,-3.7035824",www.soermar.com,participant,231937.5,231937.5,Power and propulsion,Energy storage,Yes
101095902,AENEAS,innovAtive ENErgy storage systems onboArd vesselS,RIA,998709188,"FUNDACION DE LA COMUNIDAD VALENCIANA PARA LA INVESTIGACION, PROMOCION Y ESTUDIOS COMERCIALES DE VALENCIAPORT",VPF,false,REC,Valencia,ES,"39.4699014,-0.3759512",http://www.fundacion.valenciaport.com,participant,246750,246750,Power and propulsion,Energy storage,Yes
101095902,AENEAS,innovAtive ENErgy storage systems onboArd vesselS,RIA,929421118,I2M UNTERNEHMENSENTWICKLUNG GMBH,I2M,true,PRC,Graz,AT,"46.98763845,15.517321594517544",NA,participant,347500,347500,Power and propulsion,Energy storage,Yes
101095902,AENEAS,innovAtive ENErgy storage systems onboArd vesselS,RIA,986420258,GRIMALDI EUROMED SPA,EUROMED,false,PRC,Palermo,IT,"38.1269531,13.3623038",NA,participant,305625,305625,Power and propulsion,Energy storage,Yes
101095902,AENEAS,innovAtive ENErgy storage systems onboArd vesselS,RIA,921479437,FORMARE- POLO NAZIONALE PER LO SHIPPING SRL,FORMARE NATIONAL CENTER FOR SHIPPING,false,HES,Napoli,IT,"40.9204508,14.2372735",NA,participant,100000,100000,Power and propulsion,Energy storage,Yes
101095902,AENEAS,innovAtive ENErgy storage systems onboArd vesselS,RIA,996435896,FLANDERS MAKE,NA,false,REC,Lommel,BE,"51.1991486,5.311822969991465",http://www.flandersmake.be,coordinator,764000,764000,Power and propulsion,Energy storage,Yes
101095902,AENEAS,innovAtive ENErgy storage systems onboArd vesselS,RIA,917201349,FONDAZIONE INSTITUTE FOR SUSTAINABLE SOCIETY AND INNOVATION,NA,false,REC,Napoli,IT,"40.8560398,14.2399164",NA,participant,126250,126250,Power and propulsion,Energy storage,Yes
764553,AIRCOAT,Air-Induced friction Reducing ship COATing,IA,998072577,HAMBURGISCHE SCHIFFBAU-VERSUCHSANSTALT GMBH,HSVA,true,REC,Hamburg,DE,"53.59168285,10.0610380452743",http://www.hsva.de,participant,655225,655225,Hull design,New materials,Yes
764553,AIRCOAT,Air-Induced friction Reducing ship COATing,IA,999984059,FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,Fraunhofer,false,REC,Munchen,DE,"48.1322664,11.5296222",http://www.fraunhofer.de,coordinator,1138625,1138625,Hull design,New materials,Yes
764553,AIRCOAT,Air-Induced friction Reducing ship COATing,IA,975012379,PPG COATINGS EUROPE BV,PPG,false,PRC,Amsterdam,NL,"52.4090968,4.7618138",www.ppg.com,participant,307302.63,439003.75,Hull design,New materials,Yes
764553,AIRCOAT,Air-Induced friction Reducing ship COATing,IA,907648401,AVERY DENNISON BELGIUM MANAGEMENT SERVICES,NA,false,PRC,Soignies,BE,"50.6402809,4.6667145",NA,thirdParty,0,196200,Hull design,New materials,Yes
764553,AIRCOAT,Air-Induced friction Reducing ship COATing,IA,986337420,DANAOS SHIPPING COMPANY LIMITED,NA,false,PRC,Limassol,CY,"34.79489125,32.985589384508",http://www.danaosshipping.com,participant,334075,477250,Hull design,New materials,Yes
764553,AIRCOAT,Air-Induced friction Reducing ship COATing,IA,990797674,KARLSRUHER INSTITUT FUER TECHNOLOGIE,KIT,false,HES,Karlsruhe,DE,"49.15579545,8.48182500300111",www.kit.edu,participant,1004166.25,1004166.25,Hull design,New materials,Yes
764553,AIRCOAT,Air-Induced friction Reducing ship COATing,IA,996843393,AQUABIOTECH LIMITED,ABT,true,PRC,Mosta,MT,"35.9079178,14.4241508",NA,participant,211338.75,301912.5,Hull design,New materials,Yes
764553,AIRCOAT,Air-Induced friction Reducing ship COATing,IA,928647058,AVERY DENNISON MATERIALS BELGIUM,NA,false,PRC,Soignies,BE,"50.5775309,4.0732968",NA,participant,552986,789980,Hull design,New materials,Yes
764553,AIRCOAT,Air-Induced friction Reducing ship COATing,IA,999591306,ILMATIETEEN LAITOS,FMI,false,REC,Helsinki,FI,"60.1674086,24.9425683",http://www.fmi.fi,participant,165278.75,165278.75,Hull design,New materials,Yes
764553,AIRCOAT,Air-Induced friction Reducing ship COATing,IA,993345961,HOCHSCHULE BREMEN,BREMEN UNIVERSITY OF APPLIED SCIENCES,false,HES,Bremen,DE,"53.07237395,8.793058350691691",www.hs-bremen.de,participant,648568.75,648568.75,Hull design,New materials,Yes
764553,AIRCOAT,Air-Induced friction Reducing ship COATing,IA,915811533,REVOLVE PLANET,REVOLVE,false,OTH,Bruxelles / Brussel,BE,"50.842663599999995,4.3741779743827145",NA,participant,281531.25,281531.25,Hull design,New materials,Yes
101056835,Ammonia2-4,Demonstrating a 2-stroke and 4-stroke large scale ammonia marine engine,IA,950631817,DNV HELLAS SINGLE MEMBER SA,DNV,false,PRC,PIRAEUS,EL,"38.9953683,21.9877132",NA,participant,188296,313827.5,Alt fuels,Ammonia,Yes
101056835,Ammonia2-4,Demonstrating a 2-stroke and 4-stroke large scale ammonia marine engine,IA,891317675,MSC SHIPMANAGEMENT LIMITED,MSCSMCY,false,PRC,Limassol,CY,"34.6875917,33.06549395148737",NA,participant,849210.75,1415351.25,Alt fuels,Ammonia,Yes
101056835,Ammonia2-4,Demonstrating a 2-stroke and 4-stroke large scale ammonia marine engine,IA,998907553,WARTSILA FINLAND OY,NA,false,PRC,Vaasa,FI,"63.05910235,21.7309900898314",www.wartsila.com,thirdParty,0,6990790,Alt fuels,Ammonia,Yes
101056835,Ammonia2-4,Demonstrating a 2-stroke and 4-stroke large scale ammonia marine engine,IA,892094160,C-JOB & PARTNERS BV,NA,false,PRC,Hoofddorp,NL,"52.2930012,4.7097826",NA,participant,592392.75,987321.25,Alt fuels,Ammonia,Yes
101056835,Ammonia2-4,Demonstrating a 2-stroke and 4-stroke large scale ammonia marine engine,IA,999929060,DNV AS,DNV,false,PRC,Hovik,NO,"59.8906409,10.5615399",http://www.dnv.com,participant,924468,1540780,Alt fuels,Ammonia,Yes
101056835,Ammonia2-4,Demonstrating a 2-stroke and 4-stroke large scale ammonia marine engine,IA,999979500,CONSIGLIO NAZIONALE DELLE RICERCHE,CNR,false,REC,Roma,IT,"41.9007644,12.5125083",http://www.cnr.it,participant,296193,296193.75,Alt fuels,Ammonia,Yes
101056835,Ammonia2-4,Demonstrating a 2-stroke and 4-stroke large scale ammonia marine engine,IA,890276380,WARTSILA SERVICES SWITZERLAND AG,NA,false,PRC,Frauenfeld,CH,"47.5541573,8.8976325",NA,associatedPartner,0,0,Alt fuels,Ammonia,Yes
101056835,Ammonia2-4,Demonstrating a 2-stroke and 4-stroke large scale ammonia marine engine,IA,958834428,WARTSILA ITALIA SPA,WIT,false,PRC,San Dorligo Della Valle,IT,"45.6145784,13.8591816",http://www.wartsila.com/en_IT/Home,coordinator,6937641.75,11562736.25,Alt fuels,Ammonia,Yes
101101521,AMON,Development of a next generation AMmONia FC system,RIA,998593952,ALFA LAVAL AALBORG AS,AALBORG,false,PRC,Aalborg,DK,"57.0470649,9.9459851",http://www.aalborg-industries.com,thirdParty,0,587500,Alt fuels,Ammonia,Yes
101101521,AMON,Development of a next generation AMmONia FC system,RIA,973618489,SOLYDERA SPA,NA,true,PRC,Mezzolombardo Tn,IT,"46.2134412,11.0930916",NA,participant,336125,336125,Alt fuels,Ammonia,Yes
101101521,AMON,Development of a next generation AMmONia FC system,RIA,932760440,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,VTT,false,REC,Espoo,FI,"60.2051454,24.6569676",www.vtt.fi,participant,599243.75,599243.75,Alt fuels,Ammonia,Yes
101101521,AMON,Development of a next generation AMmONia FC system,RIA,907457602,KIWA CERMET ITALIA SPA,KIWA,false,PRC,Granarolo Dell Emilia,IT,"44.5468049,11.3968958",NA,thirdParty,0,62812.5,Alt fuels,Ammonia,Yes
101101521,AMON,Development of a next generation AMmONia FC system,RIA,918679241,SAPIO PRODUZIONE IDROGENO OSSIGENO SRL,NA,false,PRC,MILANO,IT,"45.4621398,9.1840325",NA,participant,530188,628750,Alt fuels,Ammonia,Yes
101101521,AMON,Development of a next generation AMmONia FC system,RIA,999973971,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,EPFL,false,HES,Lausanne,CH,"46.5218269,6.6327025",http://www.epfl.ch,associatedPartner,0,0,Alt fuels,Ammonia,Yes
101101521,AMON,Development of a next generation AMmONia FC system,RIA,961120427,KIWA NEDERLAND BV,Kiwa,false,PRC,Apeldoorn,NL,"52.1826305,5.9918321",NA,participant,182812.5,182812.5,Alt fuels,Ammonia,Yes
101101521,AMON,Development of a next generation AMmONia FC system,RIA,999625450,FONDAZIONE BRUNO KESSLER,FBK,false,REC,Trento,IT,"46.0627414,11.124081763669",http://www.fbk.eu,coordinator,602500,602500,Alt fuels,Ammonia,Yes
101101521,AMON,Development of a next generation AMmONia FC system,RIA,904695818,ALFA LAVAL SPA,NA,false,PRC,Milano,IT,"45.4769976,9.2074187",NA,thirdParty,0,400000,Alt fuels,Ammonia,Yes
101101521,AMON,Development of a next generation AMmONia FC system,RIA,999990655,DANMARKS TEKNISKE UNIVERSITET,TECHNICAL UNIVERSITY OF DENMARK DTU,false,HES,Kongens Lyngby,DK,"55.7718649,12.5051413",http://www.dtu.dk,participant,630472.5,630472.5,Alt fuels,Ammonia,Yes
101101521,AMON,Development of a next generation AMmONia FC system,RIA,983194329,ALFA LAVAL TECHNOLOGIES AB,NA,false,PRC,Lund,SE,"55.7230316,13.1561776",NA,participant,1116687,1313750,Alt fuels,Ammonia,Yes
101101521,AMON,Development of a next generation AMmONia FC system,RIA,998686781,FACHHOCHSCHULE ZENTRALSCHWEIZ - HOCHSCHULE LUZERN,LUCERNE UNIVERSITY OF APPLIED SCIENCES AND ARTS,false,HES,Luzern,CH,"47.0468457,8.3149094",www.hslu.ch,associatedPartner,0,0,Alt fuels,Ammonia,Yes
101101521,AMON,Development of a next generation AMmONia FC system,RIA,974094274,EUROPEAN FUEL CELL FORUM AG,EFCF,true,PRC,Adligenswil,CH,"47.0714057,8.36096",www.efcf.com,associatedPartner,0,0,Alt fuels,Ammonia,Yes
101096299,Apollo,Fast tracking the conversion of dual fuel engines in existing offshore vessels to ammonia operation,IA,998907553,WARTSILA FINLAND OY,NA,false,PRC,Vaasa,FI,"63.05910235,21.7309900898314",www.wartsila.com,participant,235028,391713.44,Alt fuels,Ammonia,Yes
101096299,Apollo,Fast tracking the conversion of dual fuel engines in existing offshore vessels to ammonia operation,IA,952790164,DREDGING INTERNATIONAL NV,DI,false,PRC,Zwijndrecht,BE,"51.23062085,4.31886932821881",http://www.dredging.com,participant,89863,149771.66,Alt fuels,Ammonia,Yes
101096299,Apollo,Fast tracking the conversion of dual fuel engines in existing offshore vessels to ammonia operation,IA,932760440,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,VTT,false,REC,Espoo,FI,"60.2051454,24.6569676",www.vtt.fi,participant,616661,616661,Alt fuels,Ammonia,Yes
101096299,Apollo,Fast tracking the conversion of dual fuel engines in existing offshore vessels to ammonia operation,IA,886638977,BREEZE SHIP DESIGN AS,NA,true,PRC,STORD,NO,"59.7810272,5.5011449",NA,participant,489610,816016.88,Alt fuels,Ammonia,Yes
101096299,Apollo,Fast tracking the conversion of dual fuel engines in existing offshore vessels to ammonia operation,IA,884365782,EIDESVIK OFFSHORE ASA,NA,false,PRC,Bomlo,NO,"59.6017268,5.2079493",NA,participant,2052576,3420960,Alt fuels,Ammonia,Yes
101096299,Apollo,Fast tracking the conversion of dual fuel engines in existing offshore vessels to ammonia operation,IA,999978239,"""NATIONAL CENTER FOR SCIENTIFIC RESEARCH """"DEMOKRITOS""""""","""NCSR """"D""""""",false,REC,Agia Paraskevi,EL,"37.995, 23.816",http://www.demokritos.gr,participant,181666,181666.25,Alt fuels,Ammonia,Yes
101096299,Apollo,Fast tracking the conversion of dual fuel engines in existing offshore vessels to ammonia operation,IA,929289295,MARITIME CLEANTECH,NA,false,OTH,Stord,NO,"59.7603321,5.4442839",NA,coordinator,730000,730000,Alt fuels,Ammonia,Yes
101096299,Apollo,Fast tracking the conversion of dual fuel engines in existing offshore vessels to ammonia operation,IA,999939827,EQUINOR ASA,NA,false,PRC,Stavanger,NO,"58.8928159,5.7191106",www.statoil.com,participant,604595.25,1007658.75,Alt fuels,Ammonia,Yes
101096299,Apollo,Fast tracking the conversion of dual fuel engines in existing offshore vessels to ammonia operation,IA,897378429,EIDESVIK SHIPPING AS,NA,false,PRC,Bomlo,NO,"59.6017268,5.2079493",NA,thirdParty,0,465703.75,Alt fuels,Ammonia,Yes
101138466,APOLO,HORIZON.2.5,RIA,891104760,1 CUBE BV,NA,true,PRC,Heeze,NL,"51.373638,5.5911761",NA,participant,491250,491250,Alt fuels,Ammonia,Yes
101138466,APOLO,HORIZON.2.5,RIA,900670706,CORVUS NORWAY AS,NA,true,PRC,Nesttun,NO,"60.3228656,5.364561",NA,participant,1000000,1000000,Alt fuels,Ammonia,Yes
101138466,APOLO,HORIZON.2.5,RIA,983340411,ASTILLEROS DE SANTANDER SA,ASTANDER,false,PRC,Astillero (Cantabria),ES,"43.3995734,-3.8173396",www.astander.es,participant,120750,120750,Alt fuels,Ammonia,Yes
101138466,APOLO,HORIZON.2.5,RIA,906925363,HYSTER-YALE ITALIA SPA,NA,false,PRC,Masate,IT,"45.5616749,9.4566321",NA,participant,805500,805500,Alt fuels,Ammonia,Yes
101138466,APOLO,HORIZON.2.5,RIA,999604110,FUNDACION TECNALIA RESEARCH & INNOVATION,TECNALIA,false,REC,DONOSTIA-SAN SEBASTIAN (GIPUZKOA),ES,"43.2916949,-2.885882",http://www.tecnalia.com,coordinator,773417.5,773417.5,Alt fuels,Ammonia,Yes
101138466,APOLO,HORIZON.2.5,RIA,882034775,FERTIBERIA CORPORATE SL,NA,false,PRC,Madrid,ES,"40.4709586,-3.6851346",NA,participant,100625,100625,Alt fuels,Ammonia,Yes
101138466,APOLO,HORIZON.2.5,RIA,953009287,FERTIBERIA SA,FERTIBERIA,false,PRC,Madrid,ES,"40.4167047,-3.7035824",NA,participant,404375,404375,Alt fuels,Ammonia,Yes
101138466,APOLO,HORIZON.2.5,RIA,899147806,HYDROGEN ONSITE SL,HYDROGEN 2 SITE,true,PRC,LOIU,ES,"39.3262345,-4.8380649",NA,participant,2180000,2180000,Alt fuels,Ammonia,Yes
101138466,APOLO,HORIZON.2.5,RIA,917251110,LEC GMBH,NA,false,REC,Graz,AT,"47.05920250284703,15.462737564089213",NA,participant,988305,988305,Alt fuels,Ammonia,Yes
101138466,APOLO,HORIZON.2.5,RIA,999977269,TECHNISCHE UNIVERSITEIT EINDHOVEN,TU/e,false,HES,Eindhoven,NL,"51.4468773,5.49042495025742",http://www.tue.nl/en,participant,428847.5,428847.5,Alt fuels,Ammonia,Yes
101138466,APOLO,HORIZON.2.5,RIA,999947102,JOHNSON MATTHEY PLC,NA,false,PRC,London,UK,"51.5073219,-0.1276473",http://www.matthey.com,associatedPartner,0,0,Alt fuels,Ammonia,Yes
101138466,APOLO,HORIZON.2.5,RIA,999980373,CHALMERS TEKNISKA HOGSKOLA AB,NA,false,HES,GOTEBORG,SE,"57.6743627,11.8648884",http://www.chalmers.se,participant,218196.25,218196.25,Alt fuels,Ammonia,Yes
806821,AQUASONIC DIESEL,FUEL EFFICIENCY AND EMISSIONS REDUCTION SYSTEM FOR THE MARITIME AND ROADTRANSPORT INDUSTRIES,SME-2,935965611,AQUASONIC SL,Aquasonic,true,PRC,FINESTRAT ALICANTE,ES,"38.6028245,-0.0472058",NA,participant,426643.88,609491.25,Power and propulsion,Innovative propultion systems,Yes
806821,AQUASONIC DIESEL,FUEL EFFICIENCY AND EMISSIONS REDUCTION SYSTEM FOR THE MARITIME AND ROADTRANSPORT INDUSTRIES,SME-2,919085962,OMPI SRL,OMPI,true,PRC,ALBINEA,IT,"45.0857485,7.4075744",NA,coordinator,429780.75,613972.5,Power and propulsion,Innovative propultion systems,Yes
101136257,AUTOFLEX,AUTOnomous small and FLEXible vessels,RIA,937659231,DFDS AS,NA,false,PRC,Kobenhavn,DK,"55.711313,12.592417",NA,participant,581750,581750,Operational measures,Automated vessels,Yes
101136257,AUTOFLEX,AUTOnomous small and FLEXible vessels,RIA,884358022,NORTH SEA PORT FLANDERS,NA,false,PRC,Gent,BE,NA,NA,associatedPartner,0,0,Operational measures,Automated vessels,Yes
101136257,AUTOFLEX,AUTOnomous small and FLEXible vessels,RIA,997806603,SINTEF OCEAN AS,SO,false,REC,Trondheim,NO,"63.422577,10.4354518",http://www.sintef.no/ocean,coordinator,1052500,1052500,Operational measures,Automated vessels,Yes
101136257,AUTOFLEX,AUTOnomous small and FLEXible vessels,RIA,999978142,ETHNICON METSOVION POLYTECHNION,NATIONAL TECHNICAL UNIVERSITY OF ATHENS - NTUA,false,HES,ATHINA,EL,"38.9953683,21.9877132",http://www.ntua.gr,participant,356875,356875,Operational measures,Automated vessels,Yes
101136257,AUTOFLEX,AUTOnomous small and FLEXible vessels,RIA,999984059,FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,Fraunhofer,false,REC,Munchen,DE,"48.1322664,11.5296222",http://www.fraunhofer.de,participant,725187.5,725187.5,Operational measures,Automated vessels,Yes
